z,d_M,d_L
0.52252,1907.422,2904.087
0.52253,1907.453,2904.154
0.52254,1907.484,2904.221
0.52255,1907.516,2904.288
0.52256,1907.547,2904.355
0.52257,1907.579,2904.422
0.52258,1907.61,2904.489
0.52259,1907.641,2904.556
0.5226,1907.673,2904.623
0.52261,1907.704,2904.689
0.52262,1907.736,2904.756
0.52263,1907.767,2904.823
0.52264,1907.798,2904.89
0.52265,1907.83,2904.957
0.52266,1907.861,2905.024
0.52267,1907.893,2905.091
0.52268,1907.924,2905.157
0.52269,1907.955,2905.224
0.5227,1907.987,2905.291
0.52271,1908.018,2905.358
0.52272,1908.049,2905.425
0.52273,1908.081,2905.492
0.52274,1908.112,2905.559
0.52275,1908.144,2905.626
0.52276,1908.175,2905.693
0.52277,1908.206,2905.76
0.52278,1908.238,2905.826
0.52279,1908.269,2905.893
0.5228,1908.301,2905.96
0.52281,1908.332,2906.027
0.52282,1908.363,2906.094
0.52283,1908.395,2906.161
0.52284,1908.426,2906.228
0.52285,1908.458,2906.295
0.52286,1908.489,2906.362
0.52287,1908.52,2906.428
0.52288,1908.552,2906.495
0.52289,1908.583,2906.562
0.5229,1908.615,2906.629
0.52291,1908.646,2906.696
0.52292,1908.677,2906.763
0.52293,1908.709,2906.83
0.52294,1908.74,2906.897
0.52295,1908.771,2906.964
0.52296,1908.803,2907.031
0.52297,1908.834,2907.097
0.52298,1908.866,2907.164
0.52299,1908.897,2907.231
0.523,1908.928,2907.298
0.52301,1908.96,2907.365
0.52302,1908.991,2907.432
0.52303,1909.023,2907.499
0.52304,1909.054,2907.566
0.52305,1909.085,2907.633
0.52306,1909.117,2907.699
0.52307,1909.148,2907.766
0.52308,1909.18,2907.833
0.52309,1909.211,2907.9
0.5231,1909.242,2907.967
0.52311,1909.274,2908.034
0.52312,1909.305,2908.101
0.52313,1909.336,2908.168
0.52314,1909.368,2908.235
0.52315,1909.399,2908.302
0.52316,1909.431,2908.368
0.52317,1909.462,2908.435
0.52318,1909.493,2908.502
0.52319,1909.525,2908.569
0.5232,1909.556,2908.636
0.52321,1909.588,2908.703
0.52322,1909.619,2908.77
0.52323,1909.65,2908.837
0.52324,1909.682,2908.904
0.52325,1909.713,2908.97
0.52326,1909.745,2909.037
0.52327,1909.776,2909.104
0.52328,1909.807,2909.171
0.52329,1909.839,2909.238
0.5233,1909.87,2909.305
0.52331,1909.901,2909.372
0.52332,1909.933,2909.439
0.52333,1909.964,2909.506
0.52334,1909.995,2909.573
0.52335,1910.027,2909.639
0.52336,1910.058,2909.706
0.52337,1910.09,2909.773
0.52338,1910.121,2909.84
0.52339,1910.152,2909.907
0.5234,1910.184,2909.974
0.52341,1910.215,2910.041
0.52342,1910.247,2910.108
0.52343,1910.278,2910.175
0.52344,1910.309,2910.242
0.52345,1910.341,2910.309
0.52346,1910.372,2910.375
0.52347,1910.403,2910.442
0.52348,1910.435,2910.509
0.52349,1910.466,2910.576
0.5235,1910.498,2910.643
0.52351,1910.529,2910.71
0.52352,1910.56,2910.777
0.52353,1910.592,2910.844
0.52354,1910.623,2910.911
0.52355,1910.655,2910.978
0.52356,1910.686,2911.045
0.52357,1910.717,2911.112
0.52358,1910.749,2911.178
0.52359,1910.78,2911.245
0.5236,1910.811,2911.312
0.52361,1910.843,2911.379
0.52362,1910.874,2911.446
0.52363,1910.906,2911.513
0.52364,1910.937,2911.58
0.52365,1910.968,2911.647
0.52366,1911,2911.714
0.52367,1911.031,2911.781
0.52368,1911.062,2911.848
0.52369,1911.094,2911.915
0.5237,1911.125,2911.981
0.52371,1911.156,2912.048
0.52372,1911.188,2912.115
0.52373,1911.219,2912.182
0.52374,1911.251,2912.249
0.52375,1911.282,2912.316
0.52376,1911.313,2912.383
0.52377,1911.345,2912.45
0.52378,1911.376,2912.517
0.52379,1911.407,2912.584
0.5238,1911.439,2912.651
0.52381,1911.47,2912.718
0.52382,1911.502,2912.784
0.52383,1911.533,2912.851
0.52384,1911.564,2912.918
0.52385,1911.596,2912.985
0.52386,1911.627,2913.052
0.52387,1911.658,2913.119
0.52388,1911.69,2913.186
0.52389,1911.721,2913.253
0.5239,1911.753,2913.32
0.52391,1911.784,2913.387
0.52392,1911.815,2913.454
0.52393,1911.847,2913.521
0.52394,1911.878,2913.587
0.52395,1911.909,2913.655
0.52396,1911.941,2913.721
0.52397,1911.972,2913.788
0.52398,1912.004,2913.855
0.52399,1912.035,2913.922
0.524,1912.066,2913.989
0.52401,1912.098,2914.056
0.52402,1912.129,2914.123
0.52403,1912.16,2914.19
0.52404,1912.192,2914.257
0.52405,1912.223,2914.324
0.52406,1912.255,2914.391
0.52407,1912.286,2914.458
0.52408,1912.317,2914.524
0.52409,1912.349,2914.592
0.5241,1912.38,2914.658
0.52411,1912.411,2914.725
0.52412,1912.443,2914.792
0.52413,1912.474,2914.859
0.52414,1912.505,2914.926
0.52415,1912.537,2914.993
0.52416,1912.568,2915.06
0.52417,1912.6,2915.127
0.52418,1912.631,2915.194
0.52419,1912.662,2915.261
0.5242,1912.694,2915.328
0.52421,1912.725,2915.395
0.52422,1912.756,2915.462
0.52423,1912.788,2915.529
0.52424,1912.819,2915.595
0.52425,1912.85,2915.662
0.52426,1912.882,2915.729
0.52427,1912.913,2915.796
0.52428,1912.945,2915.863
0.52429,1912.976,2915.93
0.5243,1913.007,2915.997
0.52431,1913.039,2916.064
0.52432,1913.07,2916.131
0.52433,1913.101,2916.198
0.52434,1913.133,2916.265
0.52435,1913.164,2916.332
0.52436,1913.196,2916.399
0.52437,1913.227,2916.466
0.52438,1913.258,2916.532
0.52439,1913.29,2916.6
0.5244,1913.321,2916.667
0.52441,1913.352,2916.733
0.52442,1913.384,2916.8
0.52443,1913.415,2916.867
0.52444,1913.446,2916.934
0.52445,1913.478,2917.001
0.52446,1913.509,2917.068
0.52447,1913.541,2917.135
0.52448,1913.572,2917.202
0.52449,1913.603,2917.269
0.5245,1913.635,2917.336
0.52451,1913.666,2917.403
0.52452,1913.697,2917.47
0.52453,1913.729,2917.537
0.52454,1913.76,2917.604
0.52455,1913.791,2917.671
0.52456,1913.823,2917.738
0.52457,1913.854,2917.804
0.52458,1913.885,2917.872
0.52459,1913.917,2917.938
0.5246,1913.948,2918.005
0.52461,1913.979,2918.072
0.52462,1914.011,2918.139
0.52463,1914.042,2918.206
0.52464,1914.074,2918.273
0.52465,1914.105,2918.34
0.52466,1914.136,2918.407
0.52467,1914.168,2918.474
0.52468,1914.199,2918.541
0.52469,1914.23,2918.608
0.5247,1914.262,2918.675
0.52471,1914.293,2918.742
0.52472,1914.324,2918.809
0.52473,1914.356,2918.876
0.52474,1914.387,2918.943
0.52475,1914.418,2919.01
0.52476,1914.45,2919.077
0.52477,1914.481,2919.144
0.52478,1914.513,2919.21
0.52479,1914.544,2919.277
0.5248,1914.575,2919.344
0.52481,1914.607,2919.411
0.52482,1914.638,2919.478
0.52483,1914.669,2919.545
0.52484,1914.701,2919.612
0.52485,1914.732,2919.679
0.52486,1914.763,2919.746
0.52487,1914.795,2919.813
0.52488,1914.826,2919.88
0.52489,1914.857,2919.947
0.5249,1914.889,2920.014
0.52491,1914.92,2920.081
0.52492,1914.952,2920.148
0.52493,1914.983,2920.215
0.52494,1915.014,2920.282
0.52495,1915.046,2920.349
0.52496,1915.077,2920.416
0.52497,1915.108,2920.483
0.52498,1915.14,2920.55
0.52499,1915.171,2920.617
0.525,1915.202,2920.684
0.52501,1915.234,2920.75
0.52502,1915.265,2920.817
0.52503,1915.296,2920.885
0.52504,1915.328,2920.951
0.52505,1915.359,2921.018
0.52506,1915.391,2921.085
0.52507,1915.422,2921.152
0.52508,1915.453,2921.219
0.52509,1915.484,2921.286
0.5251,1915.516,2921.353
0.52511,1915.547,2921.42
0.52512,1915.578,2921.487
0.52513,1915.61,2921.554
0.52514,1915.641,2921.621
0.52515,1915.673,2921.688
0.52516,1915.704,2921.755
0.52517,1915.735,2921.822
0.52518,1915.767,2921.889
0.52519,1915.798,2921.956
0.5252,1915.829,2922.023
0.52521,1915.861,2922.09
0.52522,1915.892,2922.157
0.52523,1915.923,2922.224
0.52524,1915.955,2922.291
0.52525,1915.986,2922.358
0.52526,1916.017,2922.425
0.52527,1916.049,2922.492
0.52528,1916.08,2922.559
0.52529,1916.111,2922.626
0.5253,1916.143,2922.693
0.52531,1916.174,2922.76
0.52532,1916.205,2922.826
0.52533,1916.237,2922.894
0.52534,1916.268,2922.96
0.52535,1916.3,2923.027
0.52536,1916.331,2923.094
0.52537,1916.362,2923.161
0.52538,1916.394,2923.228
0.52539,1916.425,2923.295
0.5254,1916.456,2923.362
0.52541,1916.488,2923.429
0.52542,1916.519,2923.496
0.52543,1916.55,2923.563
0.52544,1916.582,2923.63
0.52545,1916.613,2923.697
0.52546,1916.644,2923.764
0.52547,1916.676,2923.831
0.52548,1916.707,2923.898
0.52549,1916.738,2923.965
0.5255,1916.77,2924.032
0.52551,1916.801,2924.099
0.52552,1916.832,2924.166
0.52553,1916.864,2924.233
0.52554,1916.895,2924.3
0.52555,1916.926,2924.367
0.52556,1916.958,2924.434
0.52557,1916.989,2924.501
0.52558,1917.02,2924.568
0.52559,1917.052,2924.635
0.5256,1917.083,2924.702
0.52561,1917.114,2924.769
0.52562,1917.146,2924.836
0.52563,1917.177,2924.903
0.52564,1917.208,2924.97
0.52565,1917.24,2925.037
0.52566,1917.271,2925.104
0.52567,1917.302,2925.171
0.52568,1917.334,2925.238
0.52569,1917.365,2925.305
0.5257,1917.396,2925.372
0.52571,1917.428,2925.439
0.52572,1917.459,2925.506
0.52573,1917.49,2925.573
0.52574,1917.522,2925.64
0.52575,1917.553,2925.707
0.52576,1917.584,2925.774
0.52577,1917.616,2925.841
0.52578,1917.647,2925.908
0.52579,1917.678,2925.975
0.5258,1917.71,2926.042
0.52581,1917.741,2926.109
0.52582,1917.772,2926.176
0.52583,1917.804,2926.243
0.52584,1917.835,2926.31
0.52585,1917.866,2926.377
0.52586,1917.898,2926.444
0.52587,1917.929,2926.51
0.52588,1917.96,2926.578
0.52589,1917.992,2926.645
0.5259,1918.023,2926.712
0.52591,1918.055,2926.779
0.52592,1918.086,2926.845
0.52593,1918.117,2926.913
0.52594,1918.149,2926.979
0.52595,1918.18,2927.047
0.52596,1918.211,2927.114
0.52597,1918.243,2927.18
0.52598,1918.274,2927.248
0.52599,1918.305,2927.314
0.526,1918.337,2927.382
0.52601,1918.368,2927.448
0.52602,1918.399,2927.515
0.52603,1918.431,2927.583
0.52604,1918.462,2927.649
0.52605,1918.493,2927.717
0.52606,1918.525,2927.783
0.52607,1918.556,2927.851
0.52608,1918.587,2927.917
0.52609,1918.619,2927.984
0.5261,1918.65,2928.052
0.52611,1918.681,2928.118
0.52612,1918.713,2928.186
0.52613,1918.744,2928.252
0.52614,1918.775,2928.32
0.52615,1918.807,2928.386
0.52616,1918.838,2928.454
0.52617,1918.869,2928.521
0.52618,1918.901,2928.587
0.52619,1918.932,2928.655
0.5262,1918.963,2928.721
0.52621,1918.994,2928.789
0.52622,1919.026,2928.855
0.52623,1919.057,2928.923
0.52624,1919.088,2928.99
0.52625,1919.12,2929.057
0.52626,1919.151,2929.124
0.52627,1919.182,2929.19
0.52628,1919.214,2929.258
0.52629,1919.245,2929.324
0.5263,1919.276,2929.392
0.52631,1919.308,2929.458
0.52632,1919.339,2929.526
0.52633,1919.37,2929.593
0.52634,1919.402,2929.66
0.52635,1919.433,2929.727
0.52636,1919.464,2929.794
0.52637,1919.496,2929.861
0.52638,1919.527,2929.928
0.52639,1919.558,2929.995
0.5264,1919.59,2930.062
0.52641,1919.621,2930.129
0.52642,1919.652,2930.196
0.52643,1919.684,2930.263
0.52644,1919.715,2930.33
0.52645,1919.746,2930.397
0.52646,1919.778,2930.464
0.52647,1919.809,2930.531
0.52648,1919.84,2930.598
0.52649,1919.872,2930.665
0.5265,1919.903,2930.732
0.52651,1919.934,2930.799
0.52652,1919.966,2930.866
0.52653,1919.997,2930.933
0.52654,1920.028,2931
0.52655,1920.059,2931.067
0.52656,1920.091,2931.134
0.52657,1920.122,2931.201
0.52658,1920.153,2931.268
0.52659,1920.185,2931.335
0.5266,1920.216,2931.402
0.52661,1920.247,2931.469
0.52662,1920.279,2931.536
0.52663,1920.31,2931.603
0.52664,1920.341,2931.67
0.52665,1920.373,2931.737
0.52666,1920.404,2931.804
0.52667,1920.435,2931.871
0.52668,1920.467,2931.938
0.52669,1920.498,2932.005
0.5267,1920.529,2932.072
0.52671,1920.561,2932.139
0.52672,1920.592,2932.206
0.52673,1920.623,2932.273
0.52674,1920.655,2932.34
0.52675,1920.686,2932.407
0.52676,1920.717,2932.474
0.52677,1920.749,2932.541
0.52678,1920.78,2932.608
0.52679,1920.811,2932.675
0.5268,1920.843,2932.742
0.52681,1920.874,2932.809
0.52682,1920.905,2932.876
0.52683,1920.936,2932.943
0.52684,1920.968,2933.01
0.52685,1920.999,2933.077
0.52686,1921.03,2933.145
0.52687,1921.062,2933.211
0.52688,1921.093,2933.279
0.52689,1921.124,2933.345
0.5269,1921.156,2933.413
0.52691,1921.187,2933.479
0.52692,1921.218,2933.547
0.52693,1921.25,2933.614
0.52694,1921.281,2933.681
0.52695,1921.312,2933.748
0.52696,1921.344,2933.815
0.52697,1921.375,2933.882
0.52698,1921.406,2933.949
0.52699,1921.438,2934.016
0.527,1921.469,2934.083
0.52701,1921.5,2934.15
0.52702,1921.531,2934.217
0.52703,1921.563,2934.284
0.52704,1921.594,2934.351
0.52705,1921.625,2934.418
0.52706,1921.657,2934.485
0.52707,1921.688,2934.552
0.52708,1921.719,2934.619
0.52709,1921.751,2934.686
0.5271,1921.782,2934.753
0.52711,1921.813,2934.82
0.52712,1921.845,2934.887
0.52713,1921.876,2934.954
0.52714,1921.907,2935.021
0.52715,1921.938,2935.088
0.52716,1921.97,2935.156
0.52717,1922.001,2935.222
0.52718,1922.032,2935.29
0.52719,1922.064,2935.356
0.5272,1922.095,2935.424
0.52721,1922.126,2935.49
0.52722,1922.158,2935.558
0.52723,1922.189,2935.625
0.52724,1922.22,2935.692
0.52725,1922.252,2935.759
0.52726,1922.283,2935.826
0.52727,1922.314,2935.893
0.52728,1922.346,2935.96
0.52729,1922.377,2936.027
0.5273,1922.408,2936.094
0.52731,1922.439,2936.161
0.52732,1922.471,2936.228
0.52733,1922.502,2936.295
0.52734,1922.533,2936.362
0.52735,1922.565,2936.429
0.52736,1922.596,2936.496
0.52737,1922.627,2936.563
0.52738,1922.659,2936.63
0.52739,1922.69,2936.697
0.5274,1922.721,2936.764
0.52741,1922.753,2936.832
0.52742,1922.784,2936.898
0.52743,1922.815,2936.966
0.52744,1922.846,2937.032
0.52745,1922.878,2937.1
0.52746,1922.909,2937.167
0.52747,1922.94,2937.234
0.52748,1922.972,2937.301
0.52749,1923.003,2937.368
0.5275,1923.034,2937.435
0.52751,1923.066,2937.502
0.52752,1923.097,2937.569
0.52753,1923.128,2937.636
0.52754,1923.159,2937.703
0.52755,1923.191,2937.77
0.52756,1923.222,2937.837
0.52757,1923.253,2937.904
0.52758,1923.285,2937.971
0.52759,1923.316,2938.038
0.5276,1923.347,2938.105
0.52761,1923.379,2938.172
0.52762,1923.41,2938.24
0.52763,1923.441,2938.306
0.52764,1923.473,2938.374
0.52765,1923.504,2938.441
0.52766,1923.535,2938.508
0.52767,1923.566,2938.575
0.52768,1923.598,2938.642
0.52769,1923.629,2938.709
0.5277,1923.66,2938.776
0.52771,1923.692,2938.843
0.52772,1923.723,2938.91
0.52773,1923.754,2938.977
0.52774,1923.786,2939.044
0.52775,1923.817,2939.111
0.52776,1923.848,2939.178
0.52777,1923.879,2939.245
0.52778,1923.911,2939.312
0.52779,1923.942,2939.379
0.5278,1923.973,2939.447
0.52781,1924.005,2939.513
0.52782,1924.036,2939.581
0.52783,1924.067,2939.648
0.52784,1924.099,2939.715
0.52785,1924.13,2939.782
0.52786,1924.161,2939.849
0.52787,1924.192,2939.916
0.52788,1924.224,2939.983
0.52789,1924.255,2940.05
0.5279,1924.286,2940.117
0.52791,1924.318,2940.184
0.52792,1924.349,2940.251
0.52793,1924.38,2940.318
0.52794,1924.411,2940.385
0.52795,1924.443,2940.452
0.52796,1924.474,2940.519
0.52797,1924.505,2940.586
0.52798,1924.537,2940.654
0.52799,1924.568,2940.721
0.528,1924.599,2940.788
0.52801,1924.63,2940.855
0.52802,1924.662,2940.922
0.52803,1924.693,2940.989
0.52804,1924.724,2941.056
0.52805,1924.756,2941.123
0.52806,1924.787,2941.19
0.52807,1924.818,2941.257
0.52808,1924.85,2941.324
0.52809,1924.881,2941.391
0.5281,1924.912,2941.458
0.52811,1924.943,2941.525
0.52812,1924.975,2941.593
0.52813,1925.006,2941.659
0.52814,1925.037,2941.727
0.52815,1925.069,2941.794
0.52816,1925.1,2941.861
0.52817,1925.131,2941.928
0.52818,1925.163,2941.995
0.52819,1925.194,2942.062
0.5282,1925.225,2942.129
0.52821,1925.256,2942.196
0.52822,1925.288,2942.263
0.52823,1925.319,2942.33
0.52824,1925.35,2942.397
0.52825,1925.382,2942.464
0.52826,1925.413,2942.531
0.52827,1925.444,2942.599
0.52828,1925.475,2942.666
0.52829,1925.507,2942.733
0.5283,1925.538,2942.8
0.52831,1925.569,2942.867
0.52832,1925.601,2942.934
0.52833,1925.632,2943.001
0.52834,1925.663,2943.068
0.52835,1925.694,2943.135
0.52836,1925.726,2943.202
0.52837,1925.757,2943.269
0.52838,1925.788,2943.336
0.52839,1925.82,2943.404
0.5284,1925.851,2943.47
0.52841,1925.882,2943.538
0.52842,1925.913,2943.605
0.52843,1925.945,2943.672
0.52844,1925.976,2943.739
0.52845,1926.007,2943.806
0.52846,1926.039,2943.873
0.52847,1926.07,2943.94
0.52848,1926.101,2944.007
0.52849,1926.132,2944.074
0.5285,1926.164,2944.141
0.52851,1926.195,2944.208
0.52852,1926.226,2944.275
0.52853,1926.258,2944.343
0.52854,1926.289,2944.41
0.52855,1926.32,2944.477
0.52856,1926.351,2944.544
0.52857,1926.383,2944.611
0.52858,1926.414,2944.678
0.52859,1926.445,2944.745
0.5286,1926.477,2944.812
0.52861,1926.508,2944.879
0.52862,1926.539,2944.946
0.52863,1926.57,2945.013
0.52864,1926.602,2945.081
0.52865,1926.633,2945.148
0.52866,1926.664,2945.215
0.52867,1926.696,2945.282
0.52868,1926.727,2945.349
0.52869,1926.758,2945.416
0.5287,1926.789,2945.483
0.52871,1926.821,2945.55
0.52872,1926.852,2945.617
0.52873,1926.883,2945.684
0.52874,1926.915,2945.751
0.52875,1926.946,2945.819
0.52876,1926.977,2945.885
0.52877,1927.008,2945.953
0.52878,1927.04,2946.02
0.52879,1927.071,2946.087
0.5288,1927.102,2946.154
0.52881,1927.134,2946.221
0.52882,1927.165,2946.288
0.52883,1927.196,2946.355
0.52884,1927.227,2946.422
0.52885,1927.259,2946.49
0.52886,1927.29,2946.557
0.52887,1927.321,2946.624
0.52888,1927.353,2946.691
0.52889,1927.384,2946.758
0.5289,1927.415,2946.825
0.52891,1927.446,2946.892
0.52892,1927.478,2946.959
0.52893,1927.509,2947.026
0.52894,1927.54,2947.093
0.52895,1927.571,2947.16
0.52896,1927.603,2947.228
0.52897,1927.634,2947.295
0.52898,1927.665,2947.362
0.52899,1927.697,2947.429
0.529,1927.728,2947.496
0.52901,1927.759,2947.563
0.52902,1927.79,2947.63
0.52903,1927.822,2947.697
0.52904,1927.853,2947.764
0.52905,1927.884,2947.831
0.52906,1927.916,2947.898
0.52907,1927.947,2947.966
0.52908,1927.978,2948.033
0.52909,1928.009,2948.1
0.5291,1928.041,2948.167
0.52911,1928.072,2948.234
0.52912,1928.103,2948.301
0.52913,1928.134,2948.368
0.52914,1928.166,2948.435
0.52915,1928.197,2948.502
0.52916,1928.228,2948.57
0.52917,1928.26,2948.637
0.52918,1928.291,2948.704
0.52919,1928.322,2948.771
0.5292,1928.353,2948.838
0.52921,1928.385,2948.905
0.52922,1928.416,2948.972
0.52923,1928.447,2949.039
0.52924,1928.478,2949.106
0.52925,1928.51,2949.174
0.52926,1928.541,2949.24
0.52927,1928.572,2949.308
0.52928,1928.604,2949.375
0.52929,1928.635,2949.442
0.5293,1928.666,2949.509
0.52931,1928.697,2949.576
0.52932,1928.729,2949.643
0.52933,1928.76,2949.71
0.52934,1928.791,2949.777
0.52935,1928.822,2949.844
0.52936,1928.854,2949.912
0.52937,1928.885,2949.979
0.52938,1928.916,2950.046
0.52939,1928.948,2950.113
0.5294,1928.979,2950.18
0.52941,1929.01,2950.247
0.52942,1929.041,2950.314
0.52943,1929.073,2950.381
0.52944,1929.104,2950.448
0.52945,1929.135,2950.516
0.52946,1929.166,2950.583
0.52947,1929.198,2950.65
0.52948,1929.229,2950.717
0.52949,1929.26,2950.784
0.5295,1929.292,2950.851
0.52951,1929.323,2950.918
0.52952,1929.354,2950.986
0.52953,1929.385,2951.053
0.52954,1929.417,2951.12
0.52955,1929.448,2951.187
0.52956,1929.479,2951.254
0.52957,1929.51,2951.321
0.52958,1929.542,2951.388
0.52959,1929.573,2951.455
0.5296,1929.604,2951.522
0.52961,1929.635,2951.59
0.52962,1929.667,2951.657
0.52963,1929.698,2951.724
0.52964,1929.729,2951.791
0.52965,1929.76,2951.858
0.52966,1929.792,2951.925
0.52967,1929.823,2951.992
0.52968,1929.854,2952.059
0.52969,1929.885,2952.126
0.5297,1929.917,2952.194
0.52971,1929.948,2952.261
0.52972,1929.979,2952.328
0.52973,1930.01,2952.395
0.52974,1930.042,2952.462
0.52975,1930.073,2952.529
0.52976,1930.104,2952.596
0.52977,1930.136,2952.664
0.52978,1930.167,2952.731
0.52979,1930.198,2952.798
0.5298,1930.229,2952.865
0.52981,1930.261,2952.932
0.52982,1930.292,2952.999
0.52983,1930.323,2953.066
0.52984,1930.354,2953.133
0.52985,1930.386,2953.2
0.52986,1930.417,2953.268
0.52987,1930.448,2953.335
0.52988,1930.479,2953.402
0.52989,1930.511,2953.469
0.5299,1930.542,2953.536
0.52991,1930.573,2953.603
0.52992,1930.604,2953.67
0.52993,1930.636,2953.738
0.52994,1930.667,2953.805
0.52995,1930.698,2953.872
0.52996,1930.729,2953.939
0.52997,1930.761,2954.006
0.52998,1930.792,2954.073
0.52999,1930.823,2954.14
0.53,1930.855,2954.208
0.53001,1930.886,2954.275
0.53002,1930.917,2954.342
0.53003,1930.948,2954.409
0.53004,1930.98,2954.476
0.53005,1931.011,2954.543
0.53006,1931.042,2954.61
0.53007,1931.073,2954.677
0.53008,1931.105,2954.745
0.53009,1931.136,2954.812
0.5301,1931.167,2954.879
0.53011,1931.198,2954.946
0.53012,1931.23,2955.013
0.53013,1931.261,2955.08
0.53014,1931.292,2955.147
0.53015,1931.323,2955.215
0.53016,1931.355,2955.282
0.53017,1931.386,2955.349
0.53018,1931.417,2955.416
0.53019,1931.448,2955.483
0.5302,1931.48,2955.55
0.53021,1931.511,2955.617
0.53022,1931.542,2955.685
0.53023,1931.573,2955.752
0.53024,1931.605,2955.819
0.53025,1931.636,2955.886
0.53026,1931.667,2955.953
0.53027,1931.698,2956.02
0.53028,1931.73,2956.087
0.53029,1931.761,2956.155
0.5303,1931.792,2956.222
0.53031,1931.823,2956.289
0.53032,1931.855,2956.356
0.53033,1931.886,2956.423
0.53034,1931.917,2956.49
0.53035,1931.948,2956.557
0.53036,1931.98,2956.625
0.53037,1932.011,2956.692
0.53038,1932.042,2956.759
0.53039,1932.073,2956.826
0.5304,1932.105,2956.893
0.53041,1932.136,2956.96
0.53042,1932.167,2957.027
0.53043,1932.198,2957.094
0.53044,1932.23,2957.162
0.53045,1932.261,2957.229
0.53046,1932.292,2957.296
0.53047,1932.323,2957.363
0.53048,1932.355,2957.43
0.53049,1932.386,2957.498
0.5305,1932.417,2957.565
0.53051,1932.448,2957.632
0.53052,1932.48,2957.699
0.53053,1932.511,2957.766
0.53054,1932.542,2957.833
0.53055,1932.573,2957.9
0.53056,1932.605,2957.968
0.53057,1932.636,2958.035
0.53058,1932.667,2958.102
0.53059,1932.698,2958.169
0.5306,1932.73,2958.236
0.53061,1932.761,2958.303
0.53062,1932.792,2958.37
0.53063,1932.823,2958.438
0.53064,1932.855,2958.505
0.53065,1932.886,2958.572
0.53066,1932.917,2958.639
0.53067,1932.948,2958.706
0.53068,1932.98,2958.773
0.53069,1933.011,2958.841
0.5307,1933.042,2958.908
0.53071,1933.073,2958.975
0.53072,1933.105,2959.042
